taxon,frequency
PF12803,3
PF11710,3
PF14721,3
PF15377,3
PF10197,3
PF07572,3
PF10337,3
PF10978,3
PF15489,3
PF11361,3
PF04759,3
PF05387,3
PF07491,3
PF09732,3
PF07019,3
PF12953,3
PF05478,3
PF05741,3
PF12952,3
PF02121,3
PF10405,3
PF08795,3
PF11938,3
PF08863,3
PF15526,3
PF03108,3
PF00954,3
PF05110,3
PF04728,3
PF10271,3
PF11869,3
PF04925,3
PF14500,3
PF08237,3
PF05456,3
PF09877,3
PF11371,3
PF08005,3
PF01249,3
PF04695,3
PF10734,3
PF10265,3
PF07741,3
PF15330,3
PF04382,3
PF04698,3
PF06110,3
PF13881,3
PF04719,3
PF08155,3
PF11373,3
PF08689,3
PF06060,3
PF02098,3
PF05278,3
PF09971,3
PF10322,3
PF14288,3
PF01732,3
PF02455,3
PF10323,3
PF10673,3
PF14421,3
PF09747,3
PF04161,3
PF10358,3
PF03110,3
PF10622,3
PF02099,3
PF07333,3
PF10540,3
PF08609,3
PF05743,3
PF12114,3
PF06694,3
PF14608,3
PF02262,3
PF08373,3
PF05236,3
PF05091,3
PF06390,3
PF11360,3
PF08357,3
PF06364,3
PF03299,3
PF13891,3
PF06881,3
PF15351,3
PF07202,3
PF08010,3
PF07767,3
PF03666,3
PF05873,3
PF12325,3
PF12861,3
PF03011,3
PF12624,3
PF02020,3
PF04398,3
PF08490,3
PF00720,3
PF14389,3
PF15540,3
PF07830,3
PF09406,3
PF09881,3
PF15440,3
PF14915,3
PF02892,3
PF07525,3
PF10239,3
PF02009,3
PF09810,2
PF04678,2
PF05983,2
PF08507,2
PF13901,2
PF15374,2
PF04194,2
PF04658,2
PF01534,2
PF04176,2
PF06685,2
PF06512,2
PF14598,2
PF03828,2
PF01481,2
PF06196,2
PF09622,2
PF09824,2
PF05395,2
PF07774,2
PF03862,2
PF08139,2
PF06257,2
PF08347,2
PF12186,2
PF07800,2
PF12284,2
PF03770,2
PF02194,2
PF10253,2
PF07865,2
PF12740,2
PF15439,2
PF04693,2
PF15128,2
PF08873,2
PF10547,2
PF05253,2
PF15256,2
PF06807,2
PF06854,2
PF11019,2
PF00981,2
PF12920,2
PF10303,2
PF06923,2
PF03037,2
PF01289,2
PF10778,2
PF07304,2
PF14881,2
PF14566,2
PF10427,2
PF14544,2
PF01468,2
PF05538,2
PF03829,2
PF05831,2
PF06859,2
PF04043,2
PF12862,2
PF06353,2
PF05462,2
PF15292,2
PF02792,2
PF00273,2
PF01900,2
PF08041,2
PF11772,2
PF07393,2
PF14894,2
PF12786,2
PF02076,2
PF02429,2
PF14769,2
PF02891,2
PF14839,2
PF15346,2
PF05700,2
PF03756,2
PF03181,2
PF12820,2
PF06185,2
PF06438,2
PF08481,2
PF02157,2
PF05576,2
PF03123,2
PF11539,2
PF07095,2
PF04987,2
PF07718,2
PF04050,2
PF15152,2
PF11345,2
PF08884,2
PF03521,2
PF14648,2
PF08771,2
PF08954,2
PF09402,2
PF02046,2
PF04009,2
PF07870,2
PF04739,2
PF03531,2
PF14271,2
PF14013,2
PF12148,2
PF11551,2
PF04788,2
PF05033,2
PF06809,2
PF07216,2
PF03126,2
PF04528,2
PF02377,2
PF00161,2
PF15476,2
PF13608,2
PF08394,2
PF15535,2
PF14666,2
PF15294,2
PF14398,2
PF11878,2
PF08996,2
PF14563,2
PF08571,2
PF09551,2
PF05305,2
PF09930,2
PF00838,2
PF02750,2
PF02213,2
PF07580,2
PF06705,2
PF00477,2
PF07692,2
PF02529,2
PF04103,2
PF05997,2
PF07236,2
PF14992,2
PF05041,2
PF10373,2
PF12074,2
PF14642,2
PF08816,2
PF09758,2
PF08687,2
PF14512,2
PF06012,2
PF13552,2
PF06937,2
PF01414,2
PF04180,2
PF09725,2
PF04091,2
PF11820,2
PF09512,2
PF11300,2
PF01125,2
PF02480,2
PF10929,2
PF04801,2
PF03962,2
PF14857,2
PF12309,2
PF14745,2
PF05805,2
PF01439,2
PF00747,2
PF04503,2
PF10933,2
PF02179,2
PF08825,2
PF05097,2
PF01267,2
PF05815,2
PF07412,2
PF05029,2
PF05600,2
PF09785,2
PF09325,2
PF12932,2
PF06278,2
PF07161,2
PF04864,2
PF05327,2
PF06280,2
PF05196,2
PF00985,2
PF11942,2
PF08944,2
PF03517,2
PF11133,2
PF11334,2
PF11995,2
PF05256,2
PF13266,2
PF12063,2
PF00791,2
PF14809,2
PF01303,2
PF07284,2
PF15394,2
PF01834,2
PF06749,2
PF06546,2
PF03656,2
PF09159,2
PF00945,2
PF01102,2
PF05763,2
PF12765,2
PF08191,2
PF14112,2
PF10069,2
PF07912,2
PF00235,2
PF03578,2
PF02956,2
PF09483,2
PF05031,2
PF03501,2
PF04213,2
PF13314,2
PF02752,2
PF12267,2
PF12689,2
PF14084,2
PF08799,2
PF04874,2
PF10327,2
PF02948,2
PF09655,2
PF14926,2
PF07975,2
PF11144,2
PF07785,2
PF09814,2
PF10193,2
PF06578,2
PF04559,2
PF14854,2
PF06583,2
PF03115,2
PF12150,2
PF03665,2
PF04629,2
PF01299,2
PF14772,2
PF08370,2
PF11269,2
PF05349,2
PF11709,2
PF10421,2
PF04839,2
PF08311,2
PF09404,2
PF03261,2
PF06585,2
PF10479,2
PF08229,2
PF15223,2
PF04523,2
PF12543,2
PF05502,2
PF05913,2
PF15485,2
PF10312,2
PF00197,2
PF11850,2
PF01683,2
PF03032,2
PF05297,2
PF15551,2
PF08417,2
PF08875,2
PF03957,2
PF03385,2
PF06395,2
PF00974,2
PF03801,2
PF13141,2
PF00604,2
PF03153,2
PF10408,2
PF14644,2
PF11237,2
PF11851,2
PF15250,2
PF14800,2
PF14678,2
PF00839,2
PF02973,2
PF09059,2
PF06479,2
PF03351,2
PF15313,2
PF14396,2
PF12928,2
PF05056,2
PF08567,2
PF06773,2
PF12936,2
PF15113,2
PF06218,2
PF05313,2
PF02422,2
PF15067,2
PF13838,2
PF10810,2
PF06473,2
PF08045,2
PF10217,2
PF11254,2
PF13712,2
PF07159,2
PF02890,2
PF12490,2
PF09090,2
PF13917,2
PF03497,2
PF05969,2
PF12151,2
PF11725,2
PF08451,2
PF14479,2
PF07339,2
PF10805,2
PF04423,2
PF08781,2
PF07867,2
PF03053,2
PF14593,2
PF09965,2
PF04118,2
PF12191,2
PF06413,2
PF08690,2
PF06799,2
PF02024,2
PF08101,2
PF00423,2
PF10126,2
PF07227,2
PF08491,2
PF13942,2
PF14105,2
PF02985,2
PF10792,2
PF05120,2
PF10606,2
PF00214,2
PF09358,2
PF03327,2
PF04450,1
PF13848,1
PF08409,1
PF10779,1
PF14285,1
PF10233,1
PF05623,1
PF04526,1
PF14150,1
PF07561,1
PF01273,1
PF11947,1
PF12750,1
PF14658,1
PF11311,1
PF03842,1
PF04639,1
PF15364,1
PF06014,1
PF11275,1
PF02296,1
PF04927,1
PF10344,1
PF13947,1
PF06818,1
PF00906,1
PF12251,1
PF08504,1
PF04855,1
PF06924,1
PF06115,1
PF00971,1
PF05282,1
PF07915,1
PF13837,1
PF15091,1
PF11811,1
PF09192,1
PF04090,1
PF04756,1
PF08972,1
PF03276,1
PF05037,1
PF08612,1
PF10349,1
PF09393,1
PF00458,1
PF09728,1
PF12003,1
PF06787,1
PF05993,1
PF14997,1
PF03226,1
PF09741,1
PF02114,1
PF15601,1
PF08643,1
PF02456,1
PF04065,1
PF05739,1
PF00973,1
PF10345,1
PF11879,1
PF10533,1
PF10753,1
PF15175,1
PF00021,1
PF01465,1
PF01519,1
PF05477,1
PF03478,1
PF13825,1
PF07223,1
PF04520,1
PF14737,1
PF10512,1
PF09590,1
PF08568,1
PF12719,1
PF13931,1
PF15486,1
PF10630,1
PF09726,1
PF03997,1
PF05703,1
PF06371,1
PF11854,1
PF08590,1
PF12739,1
PF07274,1
PF01828,1
PF11203,1
PF08901,1
PF14225,1
PF11960,1
PF12621,1
PF12436,1
PF01366,1
PF06777,1
PF06466,1
PF14314,1
PF14625,1
PF04418,1
PF12432,1
PF14686,1
PF02030,1
PF08569,1
PF05024,1
PF12421,1
PF11816,1
PF10157,1
PF10403,1
PF10435,1
PF13058,1
PF15529,1
PF13757,1
PF09766,1
PF15392,1
PF05911,1
PF00269,1
PF15044,1
PF10332,1
PF09804,1
PF05132,1
PF03467,1
PF14794,1
PF01378,1
PF04424,1
PF04084,1
PF12881,1
PF03584,1
PF07841,1
PF03512,1
PF12520,1
PF13031,1
PF07303,1
PF05106,1
PF13002,1
PF05817,1
PF07000,1
PF13001,1
PF03585,1
PF12791,1
PF13218,1
PF01437,1
PF05219,1
PF07358,1
PF01298,1
PF15148,1
PF01669,1
PF04776,1
PF13150,1
PF10319,1
PF15607,1
PF11177,1
PF06292,1
PF03024,1
PF10742,1
PF02101,1
PF09987,1
PF07124,1
PF07762,1
PF15035,1
PF00845,1
PF05361,1
PF14753,1
PF13197,1
PF05129,1
PF06959,1
PF09380,1
PF08424,1
PF06984,1
PF07296,1
PF05770,1
PF02205,1
PF07775,1
PF13691,1
PF10278,1
PF08063,1
PF10812,1
PF01577,1
PF04690,1
PF01404,1
PF05269,1
PF01239,1
PF10835,1
PF03750,1
PF07946,1
PF14256,1
PF08841,1
PF14354,1
PF12254,1
PF08522,1
PF12467,1
PF08623,1
PF11347,1
PF06507,1
PF11221,1
PF04979,1
PF10018,1
PF14182,1
PF00030,1
PF07064,1
PF14244,1
PF13678,1
PF07254,1
PF04440,1
PF10723,1
PF09840,1
PF14560,1
PF00062,1
PF08615,1
PF04623,1
PF03715,1
PF00853,1
PF14599,1
PF03987,1
PF08952,1
PF08694,1
PF03106,1
PF02185,1
PF04036,1
PF04935,1
PF13261,1
PF04163,1
PF08284,1
PF15373,1
PF08990,1
PF07436,1
PF10780,1
PF06079,1
PF09103,1
PF13351,1
PF07270,1
PF12470,1
PF12997,1
PF03676,1
PF15163,1
PF13136,1
PF14381,1
PF07712,1
PF13259,1
PF14875,1
PF03568,1
PF06998,1
PF12845,1
PF11926,1
PF01561,1
PF09768,1
PF08523,1
PF05480,1
PF06367,1
PF08733,1
PF03383,1
PF10381,1
PF12455,1
PF04133,1
PF15252,1
PF06148,1
PF12257,1
PF13834,1
PF12533,1
PF12438,1
PF11244,1
PF14132,1
PF06248,1
PF13904,1
PF06220,1
PF09682,1
PF05633,1
PF14632,1
PF00681,1
PF00007,1
PF09110,1
PF08691,1
PF00372,1
PF09774,1
PF04912,1
PF14946,1
PF11573,1
PF05664,1
PF09870,1
PF07324,1
PF02459,1
PF10053,1
PF12542,1
PF05760,1
PF15347,1
PF11512,1
PF01567,1
PF13890,1
PF07795,1
PF12300,1
PF04826,1
PF11868,1
PF10155,1
PF12656,1
PF06427,1
PF06361,1
PF08715,1
PF07816,1
PF07351,1
PF05565,1
PF09067,1
PF14372,1
PF08881,1
PF15552,1
PF01802,1
PF05482,1
PF08346,1
PF12235,1
PF14441,1
PF04683,1
PF08161,1
PF12578,1
PF05938,1
PF14011,1
PF07575,1
PF12230,1
PF15327,1
PF10333,1
PF14041,1
PF09162,1
PF07163,1
PF09169,1
PF07147,1
PF00865,1
PF15388,1
PF07842,1
PF04129,1
PF12572,1
PF08964,1
PF10190,1
PF05049,1
PF15050,1
PF11889,1
PF04425,1
PF12026,1
PF10100,1
PF05210,1
PF08418,1
PF01530,1
PF12614,1
PF05666,1
PF10183,1
PF13771,1
PF09006,1
PF09112,1
PF10232,1
PF05616,1
PF05558,1
PF08315,1
PF08193,1
PF10939,1
PF06140,1
PF10483,1
PF01763,1
PF12798,1
PF00799,1
PF03777,1
PF15323,1
PF07878,1
PF11713,1
PF00537,1
PF08318,1
PF11768,1
PF15458,1
PF08303,1
PF05011,1
PF04159,1
PF05121,1
PF11182,1
PF08460,1
PF10491,1
PF07051,1
PF00812,1
PF04791,1
PF06018,1
PF01525,1
PF06741,1
PF09788,1
PF14746,1
PF00859,1
PF07792,1
PF03262,1
PF10726,1
PF00964,1
PF10767,1
PF12248,1
PF00229,1
PF08588,1
PF04888,1
PF02462,1
PF13154,1
PF10703,1
PF05672,1
PF10166,1
PF02864,1
PF09270,1
PF07450,1
PF07092,1
PF14747,1
PF13297,1
PF08517,1
PF14136,1
PF12931,1
PF00913,1
PF01278,1
PF11923,1
PF03838,1
PF09260,1
PF12618,1
PF02928,1
PF11627,1
PF10716,1
PF06188,1
PF06058,1
PF11881,1
PF03217,1
PF12914,1
PF12220,1
PF06813,1
PF05676,1
PF04914,1
PF12098,1
PF10235,1
PF00804,1
PF06327,1
PF04571,1
PF01858,1
PF15405,1
PF14293,1
PF05484,1
PF00851,1
PF06464,1
PF10428,1
PF12253,1
PF12087,1
PF04906,1
PF12481,1
PF09093,1
PF14732,1
PF02427,1
PF04805,1
PF05655,1
PF07906,1
PF14379,1
PF02444,1
PF05692,1
PF04720,1
PF08147,1
PF08625,1
PF02820,1
PF11841,1
PF08208,1
PF12830,1
PF12168,1
PF02316,1
PF01122,1
PF11691,1
PF04844,1
PF09262,1
PF00321,1
PF03564,1
PF04833,1
PF09505,1
PF04902,1
PF12022,1
PF09661,1
PF01394,1
PF08809,1
PF15550,1
PF11829,1
PF12912,1
PF12641,1
PF06303,1
PF09240,1
PF09340,1
PF01365,1
PF02209,1
PF08656,1
PF12541,1
PF05270,1
PF12859,1
PF14299,1
PF10513,1
PF15580,1
PF03195,1
PF06866,1
PF10168,1
PF08688,1
PF15112,1
PF12143,1
PF04627,1
PF10882,1
PF05709,1
PF04278,1
PF03377,1
PF08619,1
PF09648,1
PF13014,1
PF08939,1
PF02711,1
PF12650,1
PF05920,1
PF09316,1
PF07935,1
PF10487,1
PF09593,1
PF06908,1
PF08657,1
PF12249,1
PF08457,1
PF12059,1
PF08287,1
PF14417,1
PF15368,1
PF04735,1
PF03511,1
PF07288,1
PF15328,1
PF07957,1
PF10420,1
PF08709,1
PF15305,1
taxon,frequency
PF00005,1978
PF00072,1816
PF00873,1508
PF02518,1250
PF04055,1048
PF07992,1017
PF00512,843
PF00155,810
PF00501,744
PF00009,698
PF01370,686
PF00271,661
PF00133,646
PF13304,626
PF00665,604
PF00270,596
PF07690,585
PF01609,581
PF00990,572
PF00535,565
PF00004,505
PF00384,505
PF00534,498
PF00528,487
PF00361,467
PF00291,465
PF01926,431
PF03050,419
PF00483,419
PF00171,411
PF00563,409
PF00589,409
PF01041,404
PF01966,400
PF00078,396
PF02384,395
PF13426,390
PF00006,382
PF00266,367
PF01656,366
PF00437,365
PF00106,364
PF00593,361
PF09820,360
PF00012,352
PF07724,347
PF00152,344
PF00587,343
PF00015,338
PF04851,337
PF13414,334
PF00905,332
PF00202,332
PF00884,330
PF00696,330
PF12700,329
PF08245,327
PF03144,326
PF00118,322
PF00890,320
PF00158,311
PF02867,306
PF00117,305
PF02769,303
PF00069,301
PF01546,295
PF00753,293
PF00330,290
PF13361,289
PF00571,286
PF13173,283
PF00580,283
PF09334,282
PF02775,275
PF04998,270
PF00206,264
PF01855,261
PF01039,260
PF02321,257
PF13310,257
PF00575,256
PF07715,248
PF00562,247
PF03781,244
PF01266,244
PF01555,240
PF00849,236
PF00521,235
PF13561,235
PF00132,235
PF04542,231
PF01979,230
PF12838,229
PF00749,227
PF02786,226
PF12784,225
PF00702,224
PF02780,223
PF00128,222
PF00579,219
PF00664,217
PF06250,216
PF00149,214
PF01797,211
PF08264,209
PF00156,209
PF00581,207
PF13519,206
PF03721,203
PF01610,202
PF00578,197
PF01645,197
PF01420,195
PF00115,195
PF00275,195
PF00586,194
PF13659,193
PF02811,192
PF01131,192
PF00122,191
PF06808,190
PF00682,189
PF00909,185
PF00496,185
PF01326,185
PF00145,183
PF07733,183
PF00679,181
PF02661,181
PF00378,180
PF00034,179
PF02653,178
PF00389,178
PF02540,178
PF01145,178
PF01053,177
PF00486,177
PF07228,176
PF13419,176
PF00809,176
PF00691,175
PF12697,175
PF00448,175
PF02779,175
PF00441,174
PF00176,174
PF00474,173
PF02875,171
PF00557,170
PF03486,170
PF00929,170
PF00180,169
PF04563,169
PF00346,169
PF12704,168
PF13635,167
PF00672,166
PF00795,165
PF00293,164
PF01558,163
PF13489,161
PF01380,161
PF13147,160
PF00801,160
PF00920,157
PF00082,157
PF00488,156
PF10431,156
PF02754,155
PF00994,154
PF02784,154
PF14492,154
PF00289,154
PF01618,154
PF13183,153
PF02350,153
PF00999,153
PF12698,152
PF00113,152
PF01642,151
PF00924,151
PF00294,150
PF01751,150
PF08011,150
PF07726,150
PF13358,150
PF00733,148
PF02880,148
PF01411,148
PF00590,147
PF03971,145
PF02896,145
PF02463,145
PF03600,144
PF00146,143
PF02355,143
PF13393,142
PF12850,142
PF01063,142
PF00120,142
PF00482,142
PF00497,141
PF07517,141
PF12796,140
PF13517,140
PF03372,140
PF01432,139
PF00881,138
PF13715,137
PF01168,137
PF04313,137
PF08282,136
PF02347,136
PF00285,135
PF00109,135
PF03572,135
PF13683,135
PF01553,134
PF00872,134
PF12848,133
PF01695,133
PF01676,133
PF00588,133
PF13614,133
PF00348,133
PF02879,132
PF07670,132
PF01180,131
PF00549,131
PF01425,131
PF03989,131
PF00162,131
PF02719,131
PF12161,131
PF07676,130
PF13641,130
PF02738,130
PF04986,129
PF01384,129
PF01134,128
PF03382,128
PF01850,127
PF00464,127
PF00750,127
PF00183,126
PF08241,126
PF02687,126
PF00478,126
PF02771,125
PF01136,125
PF01653,125
PF01467,123
PF13193,123
PF02310,123
PF13847,123
PF01515,123
PF00977,123
PF02348,122
PF00472,122
PF00456,122
PF03462,121
PF00892,121
PF03176,121
PF05193,121
PF00306,120
PF02254,120
PF01138,119
PF01464,119
PF00226,119
PF00070,118
PF03129,118
PF02878,118
PF13589,118
PF13180,118
PF00144,118
PF01381,118
PF00085,117
PF03796,117
PF04997,117
PF00919,117
PF01627,117
PF02547,116
PF13520,116
PF01435,116
PF01368,116
PF00933,116
PF01408,116
PF08442,115
PF01314,115
PF02874,114
PF00254,114
PF01909,114
PF00154,114
PF01048,113
PF00889,113
PF01584,113
PF00310,113
PF00342,112
PF00984,112
PF00425,112
PF00675,111
PF13247,111
PF00440,111
PF00698,110
PF00278,110
PF02511,110
PF03764,109
PF03060,109
PF00208,109
PF00204,108
PF00185,108
PF06418,107
PF00871,107
PF00108,107
PF08447,107
PF01545,107
PF02801,107
PF02910,106
PF01058,106
PF03949,106
PF00709,106
PF01568,106
PF00326,106
PF07592,105
PF13537,105
PF13401,105
PF00365,105
PF03065,104
PF13458,104
PF01479,104
PF01078,104
PF00764,104
PF00814,103
PF00231,103
PF00883,103
PF05496,103
PF01406,103
PF02397,103
PF00013,103
PF00551,103
PF00344,103
PF00248,103
PF02774,103
PF03054,103
PF01654,102
PF01808,102
PF02852,102
PF00374,102
PF01434,102
PF01336,102
PF00343,101
PF03102,101
PF00583,100
PF01636,100
PF00773,100
PF06723,100
PF07728,100
PF02934,100
PF03976,100
PF02548,100
PF01551,100
PF01734,99
PF05598,99
PF01565,99
PF00239,98
PF00574,98
PF03725,98
PF07969,98
PF12849,98
PF01012,97
PF01116,97
PF00742,97
PF08323,97
PF03435,97
PF00476,96
PF03466,96
PF04551,96
PF02574,95
PF00383,95
PF01261,95
PF01208,95
PF02776,95
PF02800,95
PF03235,94
PF03480,94
PF13191,94
PF05362,94
PF03030,94
PF02163,94
PF08388,94
PF13091,94
PF03720,94
PF01507,94
PF13522,94
PF08668,93
PF00676,93
PF01458,93
PF13365,93
PF00268,93
PF00490,93
PF08281,92
PF13662,92
PF12804,92
PF00075,92
PF01512,92
PF01964,92
PF02913,92
PF01103,91
PF00793,91
PF13538,91
PF01977,91
PF03349,90
PF02092,90
PF05221,90
PF01842,90
PF14691,90
PF01548,89
PF08843,89
PF01488,89
PF13237,89
PF13416,88
PF01171,88
PF13476,88
PF00221,88
PF14450,88
PF02770,88
PF01098,87
PF00701,87
PF00912,87
PF08448,87
PF01527,87
PF02894,87
PF00318,86
PF08534,86
PF01592,86
PF01193,86
PF00364,86
PF13603,86
PF00654,86
PF00916,85
PF14520,85
PF01075,85
PF01207,85
PF01702,85
PF00529,85
PF00687,84
PF01709,84
PF00730,84
PF00091,84
PF00550,84
PF00591,84
PF03787,84
PF01235,84
PF01594,84
PF03773,84
PF02272,83
PF01293,83
PF00205,83
PF01259,83
PF00224,82
PF01637,82
PF04326,82
PF00370,82
PF13177,82
PF02646,82
PF01040,82
PF02782,82
PF01715,81
PF02142,81
PF01264,81
PF13749,81
PF01869,81
PF02219,81
PF04321,81
PF02729,81
PF01717,81
PF12706,81
PF07516,80
PF02086,80
PF02096,80
PF00771,80
PF04983,80
PF05685,79
PF02239,79
PF00121,79
PF01071,79
PF01025,79
PF12846,79
PF01433,79
PF00459,79
PF02508,78
PF14349,78
PF07885,78
PF01142,78
PF03916,78
PF00694,78
PF02621,77
PF01343,77
PF01556,77
PF13442,77
PF02826,77
PF02569,77
PF00263,77
PF02954,77
PF01327,77
PF02812,76
PF00465,76
PF05016,76
PF14236,76
PF04879,76
PF03734,76
PF01554,75
PF08238,75
PF03063,75
PF01761,75
PF00044,75
PF02445,75
PF00953,75
PF01526,75
PF03740,74
PF05593,74
PF13487,74
PF00246,74
PF08545,74
PF00027,74
PF01925,74
PF01175,74
PF12710,73
PF00211,73
PF01699,73
PF13353,73
PF01494,73
PF03952,73
PF07973,73
PF06429,73
PF05000,73
PF05175,73
PF00308,72
PF00623,72
PF00398,72
PF01212,72
PF01026,72
PF10531,72
PF07804,72
PF02371,72
PF02195,71
PF12705,71
PF01612,70
PF13616,70
PF07478,70
PF01066,70
PF01255,70
PF00400,70
PF02441,70
PF00725,70
PF00215,70
PF11987,70
PF02915,70
PF03739,69
PF00939,69
PF01943,69
PF05192,69
PF02421,69
PF02696,69
PF04607,69
PF01739,69
PF03099,68
PF10459,68
PF02190,68
PF07963,68
PF07650,68
PF00815,68
PF13604,68
PF01725,67
PF03483,67
PF07971,67
PF08529,67
PF03717,67
PF01867,67
PF00923,67
PF13692,67
PF09084,67
PF00107,67
PF05746,66
PF13585,66
PF00669,66
PF01061,66
PF00561,66
PF01580,66
PF04898,66
PF02866,66
PF12327,66
PF01409,65
PF13337,65
PF00732,65
PF13328,65
PF04545,65
PF02730,65
PF01077,65
PF10609,65
PF10150,64
PF01790,64
PF00160,64
PF03819,64
PF01297,64
PF02965,64
PF01588,64
PF13855,63
PF02836,63
PF13424,63
PF13510,63
PF13541,63
PF02684,63
PF03190,63
PF02606,63
PF03062,63
PF01227,63
PF13546,62
PF01578,62
PF02737,62
PF02386,62
PF00406,62
PF00375,62
PF00800,62
PF13090,62
PF00899,62
PF01678,62
PF13544,62
PF01571,62
PF01625,62
PF00288,61
PF13481,61
PF13579,61
PF04760,61
PF00436,61
PF03331,61
PF03601,61
PF01230,61
PF01209,61
PF13292,61
PF08443,61
PF02151,61
PF00625,61
PF01493,61
PF00227,61
PF02618,60
PF13531,60
PF00390,60
PF07479,60
PF01225,60
PF01960,60
PF00408,60
PF00209,60
PF13597,60
PF03477,60
PF02683,59
PF13475,59
PF03116,59
PF04539,59
PF07244,59
PF04324,59
PF03167,59
PF01509,58
PF13607,58
PF01520,58
PF04560,58
PF05958,58
PF00930,58
PF00350,58
PF11867,58
PF00281,58
PF01784,58
PF07221,58
PF01450,58
PF00126,58
PF01339,58
PF08541,57
PF01694,57
PF00989,57
PF06508,57
PF01882,57
PF03453,57
PF01385,57
PF03553,57
PF00174,56
PF01765,56
PF00316,56
PF00986,56
PF00438,56
PF02504,56
PF01118,56
PF02562,56
PF02541,56
PF01595,56
PF02322,56
PF01262,56
PF01583,56
PF02601,55
PF08459,55
PF02624,55
PF07980,55
PF00710,55
PF02516,55
PF10588,55
PF05635,55
PF02472,55
PF01746,55
PF02604,55
PF13085,55
PF06325,54
PF00717,54
PF13817,54
PF02481,54
PF02401,54
PF09371,54
PF01557,54
PF04389,54
PF03255,54
PF07977,54
PF02739,54
PF14602,54
PF08240,54
PF02803,54
PF02772,54
PF07805,54
PF09335,53
PF00728,53
PF03631,53
PF01729,53
PF01634,53
PF00177,53
PF00347,53
PF13701,53
PF01300,53
PF08275,53
PF03641,53
PF13672,53
PF03853,53
PF00596,53
PF13450,52
PF00391,52
PF01743,52
PF03150,52
PF03279,52
PF00860,52
PF00926,52
PF01055,52
PF04101,52
PF10672,52
PF01476,52
PF00216,52
PF12072,51
PF03681,51
PF12847,51
PF13860,51
PF14572,51
PF00925,51
PF02629,51
PF13394,51
PF07603,51
PF00083,51
PF03143,51
PF03061,51
PF00252,51
PF13507,51
PF00639,51
PF03577,51
PF01807,51
PF03747,50
PF08497,50
PF01121,50
PF07549,50
PF03321,50
PF02080,50
PF01795,50
PF01351,50
PF00041,50
PF00175,50
PF00056,50
PF02424,50
PF05690,50
PF01541,50
PF01814,50
PF13485,50
PF14622,50
PF01474,50
PF01177,50
PF01804,50
PF05970,50
PF05140,50
PF13088,49
PF13594,49
PF14319,49
PF02637,49
PF00329,49
PF00762,49
PF03308,49
PF03883,49
PF01263,49
PF10543,49
PF02673,49
PF02091,49
PF01758,49
PF13525,49
PF01522,49
PF00218,49
PF00908,49
PF07991,49
PF13657,49
PF13495,48
PF13439,48
PF01008,48
PF00902,48
PF12008,48
PF00724,48
PF04166,48
PF01769,48
PF05698,48
PF02978,47
PF02353,47
PF00282,47
PF01312,47
PF02405,47
PF00595,47
PF13184,47
PF02153,47
PF04909,47
PF01379,47
PF01965,47
PF00196,47
PF13377,47
PF12836,46
PF13549,46
PF02881,46
PF01475,46
PF02824,46
PF03328,46
PF02787,46
PF12002,46
PF00089,46
PF01135,46
PF03118,46
PF01513,46
PF14579,46
PF12801,46
PF00662,46
PF13631,46
PF13083,46
PF01042,46
PF13380,46
PF01396,46
PF03309,46
PF03051,46
PF02498,46
PF13444,45
PF04127,45
PF00692,45
PF00189,45
PF06245,45
PF13738,45
PF03950,45
PF01740,45
PF03460,45
PF12762,45
PF13793,45
PF04011,45
PF00673,45
PF02899,45
PF12695,45
PF00334,45
PF04565,45
PF00480,45
PF01791,45
PF02222,45
PF04754,44
PF00111,44
PF13276,44
PF13588,44
PF00037,44
PF03447,44
PF03573,44
PF13288,44
PF03951,44
PF01256,44
PF01936,44
PF01416,44
PF13185,44
PF07497,44
PF07494,44
PF00950,43
PF01106,43
PF03977,43
PF02773,43
PF00697,43
PF14306,43
PF01367,43
PF13385,43
PF01547,43
PF03023,43
PF05107,43
PF13472,43
PF00210,43
PF05973,42
PF00460,42
PF01569,42
PF03726,42
PF08352,42
PF04963,42
PF01257,42
PF00543,42
PF01144,42
PF06463,42
PF02568,42
PF00656,42
PF01624,42
PF01019,42
PF13500,42
PF03120,42
PF01170,42
PF06421,42
PF05833,42
PF00542,41
PF01841,41
PF00353,41
PF01895,41
PF00217,41
PF00772,41
PF13187,41
PF00290,41
PF00668,41
PF00677,41
PF01747,41
PF01590,41
PF01120,41
PF01967,41
PF05222,41
PF03461,41
PF07669,41
PF00877,41
PF00403,41
PF02357,41
PF10996,40
PF04371,40
PF02666,40
PF01544,40
PF06580,40
PF10589,40
PF12844,40
PF01128,40
PF14667,40
PF04452,40
PF00140,40
PF13509,40
PF02785,40
PF03702,40
PF01132,40
PF02689,40
PF02872,40
PF02416,40
PF13682,40
PF00932,40
PF00112,40
PF01619,40
PF14849,40
PF08436,40
PF00817,40
PF02844,40
PF05198,40
PF02436,40
PF00487,39
PF13343,39
PF01820,39
PF01139,39
PF02837,39
PF01875,39
PF00850,39
PF02585,39
PF00303,39
PF00181,39
PF02882,39
PF02113,39
PF01872,39
PF00573,39
PF06071,39
PF01975,39
PF00766,39
PF02502,39
PF09903,39
PF00466,39
PF00011,39
PF14639,39
PF01148,38
PF01022,38
PF02608,38
PF02040,38
PF01029,38
PF02607,38
PF07731,38
PF06742,38
PF00520,38
PF04976,38
